1,224,24876
1,304,129655
1,103,691795
1,105,1180022
1,106,1430469
1,108,481055
1,205,32468
1,110,3386
1,111,324625
1,112,93467
1,113,73739
1,210,19173
1,302,42646
1,117,14040
1,118,30160
1,601,139623
1,218,1684
1,123,1937
1,220,4965
1,213,15164
2,224,460
2,304,45692
2,103,8541
2,105,26903
2,106,94894
2,108,13601
2,205,7279
2,110,2250
2,111,5806
2,112,5047
2,113,1626
2,210,3339
2,302,6865
2,117,3109
2,118,426
2,601,17789
2,218,0
2,123,1004
2,220,2676
2,213,4424
3,224,531
3,304,10995
3,103,5251
3,105,19387
3,106,53365
3,108,2123
3,205,2298
3,110,0
3,111,3098
3,112,1708
3,113,2571
3,210,0
3,302,1040
3,117,939
3,118,2242
3,601,4614
3,218,1072
3,123,0
3,220,830
3,213,4057
4,224,3710
4,304,43030
4,103,54758
4,105,120770
4,106,110913
4,108,8467
4,205,8671
4,110,6081
4,111,30911
4,112,6794
4,113,4266
4,210,10001
4,302,7967
4,117,2279
4,118,14341
4,601,8987
4,218,1566
4,123,1194
4,220,2133
4,213,13180
5,224,677
5,304,15862
5,103,6047
5,105,9635
5,106,58594
5,108,7709
5,205,2370
5,110,621
5,111,4236
5,112,3929
5,113,2339
5,210,2346
5,302,1925
5,117,1464
5,118,2267
5,601,8509
5,218,0
5,123,246
5,220,1182
5,213,3494
6,224,763
6,304,10777
6,103,16978
6,105,23009
6,106,67581
6,108,2402
6,205,1620
6,110,0
6,111,5989
6,112,1592
6,113,0
6,210,3428
6,302,1637
6,117,886
6,118,1067
6,601,2050
6,218,282
6,123,195
6,220,503
6,213,3690
7,224,1290
7,304,21794
7,103,19298
7,105,46798
7,106,29262
7,108,13284
7,205,6006
7,110,1521
7,111,12633
7,112,3819
7,113,2420
7,210,4402
7,302,2573
7,117,7666
7,118,3063
7,601,9988
7,218,0
7,123,922
7,220,626
7,213,8693
8,224,3960
8,304,37149
8,103,58402
8,105,171808
8,106,53437
8,108,3702
8,205,19251
8,110,17536
8,111,45076
8,112,7709
8,113,14372
8,210,8004
8,302,10143
8,117,13118
8,118,20151
8,601,7830
8,218,1232
8,123,5335
8,220,2651
8,213,7988
9,224,8087
9,304,97459
9,103,53013
9,105,138250
9,106,154685
9,108,17446
9,205,31940
9,110,15673
9,111,134438
9,112,9782
9,113,16225
9,210,38390
9,302,24127
9,117,6519
9,118,16643
9,601,24304
9,218,10757
9,123,14103
9,220,11419
9,213,20032
10,224,880
10,304,26199
10,103,40569
10,105,66379
10,106,84902
10,108,11659
10,205,9020
10,110,3874
10,111,11969
10,112,5950
10,113,9339
10,210,7259
10,302,6969
10,117,12810
10,118,6552
10,601,8631
10,218,0
10,123,1169
10,220,580
10,213,5988
11,224,4242
11,304,55496
11,103,128611
11,105,259341
11,106,105482
11,108,22457
11,205,16824
11,110,25854
11,111,69010
11,112,12720
11,113,11090
11,210,10876
11,302,10645
11,117,23647
11,118,21765
11,601,15560
11,218,2040
11,123,8826
11,220,2480
11,213,13795
12,224,120790
12,304,2075656
12,103,1733474
12,105,6583811
12,106,3014101
12,108,911649
12,205,430111
12,110,255855
12,111,1022941
12,112,376897
12,113,445503
12,210,309498
12,302,396204
12,117,362553
12,118,308795
12,601,775133
12,218,128889
12,123,209105
12,220,170412
12,213,184483
13,224,123290
13,304,2167989
13,103,3387094
13,105,9421055
13,106,4140108
13,108,1432741
13,205,709448
13,110,346903
13,111,1417591
13,112,667105
13,113,489009
13,210,549674
13,302,551602
13,117,473994
13,118,461372
13,601,933247
13,218,152796
13,123,193327
13,220,190454
13,213,378430
14,224,29160
14,304,528453
14,103,541563
14,105,2686698
14,106,838924
14,108,221780
14,205,130442
14,110,114426
14,111,254281
14,112,107837
14,113,84276
14,210,134966
14,302,95392
14,117,110657
14,118,60259
14,601,103792
14,218,40139
14,123,59837
14,220,31602
14,213,74410
15,224,8281
15,304,26692
15,103,38492
15,105,123815
15,106,86308
15,108,10446
15,205,6995
15,110,4469
15,111,13943
15,112,5782
15,113,10220
15,210,4063
15,302,5218
15,117,6586
15,118,9955
15,601,26463
15,218,1838
15,123,1035
15,220,916
15,213,4336
16,224,7183
16,304,12175
16,103,41012
16,105,43873
16,106,421545
16,108,84922
16,205,13101
16,110,3104
16,111,28629
16,112,6213
16,113,14411
16,210,2710
16,302,3228
16,117,2375
16,118,12007
16,601,10905
16,218,920
16,123,908
16,220,1490
16,213,2371
17,224,2202
17,304,66889
17,103,48549
17,105,85027
17,106,383921
17,108,92563
17,205,26188
17,110,2250
17,111,20558
17,112,18984
17,113,20204
17,210,29498
17,302,20348
17,117,3890
17,118,13447
17,601,41019
17,218,13875
17,123,1066
17,220,22269
17,213,12307
18,224,455
18,304,7858
18,103,15017
18,105,11965
18,106,24637
18,108,12894
18,205,750
18,110,1093
18,111,2114
18,112,0
18,113,771
18,210,0
18,302,2697
18,117,3798
18,118,0
18,601,852
18,218,716
18,123,0
18,220,104
18,213,868
19,224,5689
19,304,78641
19,103,66354
19,105,2042272
19,106,356859
19,108,101539
19,205,28843
19,110,55768
19,111,272220
19,112,50377
19,113,50060
19,210,32652
19,302,27346
19,117,44306
19,118,60560
19,601,45879
19,218,4823
19,123,9946
19,220,4641
19,213,16688
20,224,4817
20,304,88934
20,103,72541
20,105,200426
20,106,665696
20,108,110536
20,205,61156
20,110,7481
20,111,80139
20,112,17936
20,113,25544
20,210,30043
20,302,35214
20,117,14369
20,118,27327
20,601,211139
20,218,6274
20,123,2742
20,220,6525
20,213,16216
21,224,925
21,304,70681
21,103,74724
21,105,180398
21,106,436571
21,108,163821
21,205,25154
21,110,19216
21,111,88391
21,112,28819
21,113,36517
21,210,44334
21,302,26304
21,117,14434
