21,118,21829
21,601,68705
21,218,26187
21,123,1517
21,220,20517
21,213,17087
22,224,5023
22,304,128515
22,103,185335
22,105,1533687
22,106,335762
22,108,101211
22,205,27026
22,110,42361
22,111,148388
22,112,31503
22,113,62863
22,210,32093
22,302,36061
22,117,55239
22,118,65141
22,601,43483
22,218,6045
22,123,22629
22,220,9820
22,213,26604
23,224,6151
23,304,215424
23,103,456574
23,105,2892842
23,106,690745
23,108,306722
23,205,42555
23,110,96820
23,111,215571
23,112,51053
23,113,73902
23,210,35807
23,302,33198
23,117,82870
23,118,45373
23,601,46458
23,218,10589
23,123,15560
23,220,9813
23,213,59578
24,224,984
24,304,13234
24,103,40349
24,105,78360
24,106,68728
24,108,23556
24,205,3228
24,110,4180
24,111,16885
24,112,6429
24,113,11693
24,210,5009
24,302,3260
24,117,10959
24,118,3374
24,601,5900
24,218,1838
24,123,2400
24,220,1074
24,213,10872
25,224,430
25,304,15517
25,103,38942
25,105,68504
25,106,150235
25,108,24992
25,205,3805
25,110,11520
25,111,14806
25,112,3607
25,113,13339
25,210,5947
25,302,2048
25,117,7033
25,118,4015
25,601,3717
25,218,0
25,123,2587
25,220,598
25,213,2890
26,224,29334
26,304,783023
26,103,1655638
26,105,4779772
26,106,1957394
26,108,796784
26,205,236278
26,110,146731
26,111,387522
26,112,172387
26,113,305977
26,210,291867
26,302,205798
26,117,141910
26,118,172354
26,601,486435
26,218,102960
26,123,39307
26,220,111787
26,213,141392
27,224,23984
27,304,678873
27,103,3263972
27,105,7243142
27,106,3076208
27,108,1488835
27,205,145670
27,110,207695
27,111,630732
27,112,258219
27,113,491002
27,210,214619
27,302,172297
27,117,277446
27,118,252845
27,601,444837
27,218,75268
27,123,72932
27,220,88823
27,213,141338
28,224,4285
28,304,138655
28,103,786989
28,105,714333
28,106,918475
28,108,347170
28,205,36810
28,110,76586
28,111,134240
28,112,38128
28,113,93761
28,210,43592
28,302,41931
28,117,47857
28,118,37932
28,601,47389
28,218,13102
28,123,19284
28,220,20029
28,213,36400
29,224,6955
29,304,119288
29,103,433067
29,105,985401
29,106,618984
29,108,219300
29,205,34176
29,110,16551
29,111,99617
29,112,24193
29,113,45357
29,210,65472
29,302,40890
29,117,39319
29,118,20055
29,601,39915
29,218,20620
29,123,7555
29,220,29488
29,213,26383
30,224,1421
30,304,41359
30,103,45249
30,105,130732
30,106,101300
30,108,128159
30,205,16492
30,110,3931
30,111,20012
30,112,11004
30,113,6069
30,210,27409
30,302,18999
30,117,3410
30,118,3205
30,601,32877
30,218,6438
30,123,1674
30,220,8421
30,213,12623
31,224,1205
31,304,7197
31,103,6352
31,105,9792
31,106,47219
31,108,20385
31,205,859
31,110,3310
31,111,3567
31,112,777
31,113,1132
31,210,1253
31,302,1158
31,117,0
31,118,1269
31,601,1414
31,218,638
31,123,0
31,220,0
31,213,1806
32,224,720
32,304,6074
32,103,3406
32,105,9709
32,106,33806
32,108,8804
32,205,4890
32,110,1670
32,111,4988
32,112,0
32,113,228
32,210,2973
32,302,1263
32,117,1195
32,118,621
32,601,1315
32,218,0
32,123,487
32,220,0
32,213,737
33,224,1572
33,304,29639
33,103,30008
33,105,74725
33,106,135534
33,108,37889
33,205,9599
33,110,3846
33,111,17840
33,112,6431
33,113,5758
33,210,11781
33,302,9794
33,117,3975
33,118,5765
33,601,14171
33,218,3676
33,123,2887
33,220,4808
33,213,7326
34,224,6273
34,304,213320
34,103,111959
34,105,162464
34,106,169128
34,108,27556
34,205,92555
34,110,13651
34,111,40979
34,112,25986
34,113,14027
34,210,89235
34,302,73736
34,117,16515
34,118,21719
34,601,179707
34,218,37865
34,123,14039
34,220,39740
34,213,51105
35,224,1372
35,304,30835
35,103,260319
35,105,35076
35,106,34504
35,108,7975
35,205,10608
35,110,3724
35,111,11614
35,112,1082
35,113,4112
35,210,1295
35,302,6119
35,117,6419
35,118,1604
35,601,3642
35,218,160
35,123,0
35,220,190
35,213,3452
36,224,0
36,304,9065
36,103,5278
36,105,8157
36,106,36493
36,108,30801
36,205,5564
36,110,2582
36,111,6790
36,112,510
36,113,2846
36,210,4066
36,302,1721
36,117,1356
36,118,1013
36,601,3682
36,218,0
36,123,322
36,220,0
36,213,1332
37,224,1152
37,304,22516
37,103,60629
37,105,79486
37,106,98287
37,108,37804
37,205,8231
37,110,428
37,111,10222
37,112,1090
37,113,2407
37,210,8328
37,302,8102
37,117,2540
37,118,1227
37,601,14731
37,218,2150
37,123,1285
37,220,3272
37,213,2338
38,224,444
38,304,14379
38,103,12778
38,105,23365
38,106,75990
38,108,19329
38,205,3933
38,110,0
38,111,3192
38,112,3103
38,113,1738
38,210,3890
38,302,4846
38,117,3475
38,118,2986
38,601,8400
38,218,282
38,123,305
38,220,3859
38,213,4416
39,224,177
39,304,6463
39,103,6568
39,105,11112
39,106,28688
39,108,15899
39,205,1165
39,110,1420
39,111,8180
39,112,1348
39,113,900
39,210,2810
39,302,1022
39,117,2545
39,118,2867
39,601,4776
39,218,0
39,123,297
39,220,362
39,213,1482
40,224,4517
40,304,122682
40,103,3117847
40,105,540263
40,106,818205
40,108,368107
40,205,25683
40,110,29104
40,111,180528
40,112,59814
40,113,14952
40,210,20729
40,302,30722
40,117,36276
40,118,19634
40,601,22110
40,218,2998
40,123,4548
40,220,3430
40,213,19866
41,224,101
41,304,7947
41,103,118408
41,105,36098
41,106,66565
41,108,47557
41,205,1246
41,110,428
41,111,29433
41,112,1114
41,113,492
41,210,3219
41,302,2485
41,117,1862
41,118,1283
41,601,4713
41,218,0
41,123,289
41,220,286
41,213,1139
42,224,1498
42,304,64390
42,103,686122
42,105,84162
42,106,305868
42,108,87805
42,205,8650
42,110,4565
42,111,41719
42,112,18668
42,113,2976
42,210,5613
42,302,12530
42,117,6641
42,118,5253
42,601,20834
42,218,2196
42,123,1144
42,220,3302
42,213,14007
43,224,759
43,304,22007
43,103,726759
43,105,158140
43,106,522536
43,108,199366
43,205,6057
43,110,6387
43,111,57931
43,112,24740
43,113,3135
43,210,11440
43,302,7661
43,117,3199
43,118,4598
43,601,7614
43,218,2478
43,123,538
43,220,1439
43,213,7453
44,224,1320
44,304,18429
44,103,1550297
44,105,166253
44,106,418196
44,108,186530
44,205,3934
44,110,5527
44,111,80969
44,112,29024
44,113,3939
44,210,4825
44,302,8123
44,117,1429
44,118,2241
44,601,5767
44,218,2074
44,123,742
44,220,3145
44,213,6330
45,224,841
45,304,7492
45,103,22950
45,105,16662
45,106,72836
45,108,22824
45,205,1156
45,110,0
45,111,3816
45,112,1676
45,113,604
45,210,3028
45,302,1311
45,117,2350
45,118,737
45,601,2646
45,218,0
45,123,0
45,220,286
45,213,186
46,224,216
46,304,18090
46,103,94981
46,105,51967
46,106,119585
46,108,69203
46,205,5573
46,110,4249
46,111,10600
46,112,10880
46,113,2306
46,210,15162
46,302,9985
46,117,3504
46,118,2976
46,601,7704
46,218,3272
46,123,195
46,220,2388
46,213,6287
47,224,2840
47,304,138758
47,103,793985
47,105,705425
47,106,999616
47,108,611360
47,205,14225
47,110,975
47,111,0
47,112,10825
47,113,2099
47,210,21989
47,302,14109
47,117,1735
47,118,1685
47,601,16066
47,218,5142
47,123,626
47,220,4425
47,213,15383
